CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,requestLatency,triggers
edb01503-b357-456f-acea-21c4a4e9ff51,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': 'a7b4472f27d219f29c77f22f7e98c31f49b40af5 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 2681, 'triggers': ['insurance plan']}",67028b33ce37c37834c14d7e,2024-10-06 16:05:55.798,CANNED_RESPONSE,a7b4472f27d219f29c77f22f7e98c31f49b40af5 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,2681,['insurance plan']
3bf5777e-e821-4052-a1d2-6915fc239cbf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 1282, 'triggers': ['Visitor Policy']}",67030350ce37c37834c6ef20,2024-10-07 00:38:24.035,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,1282,['Visitor Policy']
4cdc3335-6449-4cad-9c84-2c9de7306ad9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'nluEngineVersion': '265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 1158, 'triggers': ['Visitor Policy']}",6702aa81ce37c37834c29743,2024-10-06 18:19:29.849,CANNED_RESPONSE,265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,1158,['Visitor Policy']
09a7a852-7e04-4ccf-b62f-b12eddf51e8f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 3407, 'triggers': ['email']}",6702cc85ce37c37834c43a79,2024-10-06 20:44:37.867,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,3407,['email']
cc2be2db-5f35-431c-8b06-8f7fbbbf74f7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'nluEngineVersion': '265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 863, 'triggers': ['Pay bill']}",6702be2955f202ce26391974,2024-10-06 19:43:21.699,CANNED_RESPONSE,265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,863,['Pay bill']
f1112260-7b56-4f74-b96a-56d912502e7a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 4247, 'triggers': ['laboratory']}",6702f09b55f202ce263b5f60,2024-10-06 23:18:35.135,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,4247,['laboratory']
8173e069-bd00-4d6d-b676-044b378078e1,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,55,"{'nluEngineVersion': '265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 2606, 'triggers': ['flu']}",6702a91fce37c37834c28689,2024-10-06 18:13:35.124,CANNED_RESPONSE,265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,2606,['flu']
620ff95b-7e4d-47f2-a780-b05e2a84bb9a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 1645, 'triggers': ['physical therapy']}",67022604ce37c37834bf7631,2024-10-06 08:54:12.537,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,1645,['physical therapy']
bbcfda2e-a3d4-4f96-b9bf-c5f97cf91bb7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 148, 'triggers': ['Pay bill']}",6701e0ef55f202ce263371be,2024-10-06 03:59:27.303,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,148,['Pay bill']
b1961438-5fc0-4aeb-a4ae-ad20d15e59cc,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'nluEngineVersion': '265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 8031, 'triggers': ['physical therapy']}",6702c033ce37c37834c3a536,2024-10-06 19:52:03.128,CANNED_RESPONSE,265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,8031,['physical therapy']
13f41d60-e8af-4b64-87a6-78ceab0146f1,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 520, 'triggers': ['Appointment confirmation']}",6702ff8955f202ce263c0d9d,2024-10-07 00:22:17.349,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,520,['Appointment confirmation']
c3566006-ce20-4415-a180-b5ce5b33e584,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 476, 'triggers': ['Pay bill']}",6702a94ace37c37834c2886c,2024-10-06 18:14:18.432,CANNED_RESPONSE,265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,476,['Pay bill']
2f5a48da-15d0-4a96-9096-cedd45cdba10,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 1923, 'triggers': ['insurance plan']}",670210b3ce37c37834bf0354,2024-10-06 07:23:15.303,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,1923,['insurance plan']
d3addad9-2786-4189-b9ce-bd14858377c7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 990, 'triggers': ['COVID-19 Vaccine']}",6702d73055f202ce263a393f,2024-10-06 21:30:08.778,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,990,['COVID-19 Vaccine']
e853fa5f-3668-46ea-bb02-d21b59652c59,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 4024, 'triggers': ['Address & Hours']}",6702218ece37c37834bf6132,2024-10-06 08:35:10.280,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,4024,['Address & Hours']
9dc4c9d5-eec3-4c3f-891b-9250f6ff50c5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 4278, 'triggers': ['email']}",670236f7ce37c37834bfbbf1,2024-10-06 10:06:31.072,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,4278,['email']
80c19e31-6412-407e-8b39-a7bce0fa2ded,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 1651, 'triggers': ['laboratory']}",6703163855f202ce263d139e,2024-10-07 01:59:04.599,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,1651,['laboratory']
4a34f4fa-05ef-41cb-bf6b-5e3d56f3af8e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,55,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 1709, 'triggers': ['detox']}",6702fe2fce37c37834c6ae04,2024-10-07 00:16:31.693,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,1709,['detox']
2eff4658-bcf6-4a73-91d9-3c27c6225bdf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,"{'nluEngineVersion': '031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049', 'requestLatency': 697, 'triggers': ['Imaging']}",6702db1e55f202ce263a65be,2024-10-06 21:46:54.668,CANNED_RESPONSE,031d35f82e7967868701ab7a113d640337d5b1ef urmc-f6abf1135b374ee1def31fd3efc6e049,697,['Imaging']
b51cba13-c53c-41e6-8020-ae60cd6ec096,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 2041, 'triggers': ['laboratory']}",67023cf055f202ce2635b03a,2024-10-06 10:32:00.332,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,2041,['laboratory']
81cfc380-a735-48ed-8101-df8ac7d8cf8c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,"{'nluEngineVersion': '265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6', 'requestLatency': 1103, 'triggers': ['Appointment confirmation']}",6702a04c55f202ce2637cbc0,2024-10-06 17:35:56.340,CANNED_RESPONSE,265ce52a394afbeeb9cc81f35c2133078aa86778 urmc-cc2249aff481bd86c34d6b5bbd70bbb6,1103,['Appointment confirmation']
10f99a9b-7600-46f1-aa05-fbe5ab82aee5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,31,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1387, 'triggers': ['Career']}",66ff1555ce37c378349ee708,2024-10-04 01:06:13.633,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1387,['Career']
5ff1775c-ba37-4b05-bfae-285c2fce045e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1589, 'triggers': ['Gift shop']}",66ff0c7155f202ce26170d18,2024-10-04 00:28:17.456,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1589,['Gift shop']
44310122-96b6-4910-b1a6-b9740e5cdc94,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,73,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 660, 'triggers': ['physical therapy']}",66fed45b9aed72ff524bbdaa,2024-10-03 20:28:59.425,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,660,['physical therapy']
3ab4c3c9-6a78-4f14-9b7f-aae89af39c2b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,35,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 1036, 'triggers': ['donation']}",66fddffe55f202ce260a9105,2024-10-03 03:06:22.840,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,1036,['donation']
903d2b14-ca84-488f-9e88-910618d89ee0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 439, 'triggers': ['Pay bill']}",66fedbd255f202ce2614580e,2024-10-03 21:00:50.955,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,439,['Pay bill']
0b33d0a1-11e9-4b14-ba17-a5c72acd733e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2155, 'triggers': ['donation']}",66fed0d59aed72ff524b8c0a,2024-10-03 20:13:57.560,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,2155,['donation']
e2ee12bf-20e6-46b3-8447-fad54510fdd3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 581, 'triggers': ['Pay bill']}",66fdf249ce37c3783491a746,2024-10-03 04:24:25.216,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,581,['Pay bill']
d47547d9-ff59-4c0e-9544-52a70a737215,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2534, 'triggers': ['laboratory']}",66fecd9dce37c378349aa804,2024-10-03 20:00:13.740,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,2534,['laboratory']
2c5415fe-83a9-4e9e-bcdf-d452ce41bb67,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 792, 'triggers': ['insurance plan']}",66fe619e55f202ce260e3494,2024-10-03 12:19:26.863,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,792,['insurance plan']
0b0fb89d-096b-40ed-9f31-0853911d581c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2306, 'triggers': ['Appointment confirmation']}",66fece3855f202ce26139473,2024-10-03 20:02:48.666,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,2306,['Appointment confirmation']
0b0fb89d-096b-40ed-9f31-0853911d581c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,41,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 642, 'triggers': ['email']}",66fece6455f202ce261396f7,2024-10-03 20:03:32.917,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,642,['email']
0b0fb89d-096b-40ed-9f31-0853911d581c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,50,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1448, 'triggers': ['email']}",66fece6e55f202ce26139784,2024-10-03 20:03:42.494,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1448,['email']
1836214e-9941-4fa0-a8bb-326dae297058,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1407, 'triggers': ['insurance plan']}",66fea12ace37c3783497c874,2024-10-03 16:50:34.919,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1407,['insurance plan']
7af55a97-fc87-4ab3-b382-cdca2033c7df,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1926, 'triggers': ['email']}",66fed44c9aed72ff524bbcc5,2024-10-03 20:28:44.959,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1926,['email']
cace2d07-4c6b-4206-8a50-99a7b712b4fa,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,76,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 1457, 'triggers': ['Strong Memorial']}",66fdea59ce37c37834912a85,2024-10-03 03:50:33.728,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,1457,['Strong Memorial']
4e8d0ed4-ced4-4bd6-ae09-e75feb911120,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,61,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1926, 'triggers': ['insurance plan']}",66fee717ce37c378349c3457,2024-10-03 21:48:55.291,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1926,['insurance plan']
906f711e-74bf-493c-9df1-169d32774218,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 542, 'triggers': ['COVID-19 Vaccine']}",66feef139aed72ff524d38d3,2024-10-03 22:22:59.409,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,542,['COVID-19 Vaccine']
2c88f9a2-a01b-43d7-99c2-42a1cc5e7549,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 519, 'triggers': ['Pay bill']}",66ff062855f202ce2616b85b,2024-10-04 00:01:28.952,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,519,['Pay bill']
f2778745-09a8-4674-91b1-95c80676d4d3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1210, 'triggers': ['Visitor Policy']}",66ff2199ce37c378349f76ff,2024-10-04 01:58:33.382,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,1210,['Visitor Policy']
ed4174c0-e70e-4b7d-873b-1fc8598ca68c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 382, 'triggers': ['Pay bill']}",66ff087e7886d98a5f411228,2024-10-04 00:11:26.227,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,382,['Pay bill']
7142c04f-fe3d-4034-9f49-3bb496a1e6a9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,47,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 1558, 'triggers': ['Visitor Policy']}",66fe81f755f202ce260efe87,2024-10-03 14:37:27.884,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,1558,['Visitor Policy']
2218ade4-4fce-4c7b-8815-1cb939f67e8a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 609, 'triggers': ['COVID-19 Vaccine']}",66fecee99aed72ff524b70ed,2024-10-03 20:05:45.819,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,609,['COVID-19 Vaccine']
2218ade4-4fce-4c7b-8815-1cb939f67e8a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,39,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2230, 'triggers': ['Gift shop']}",66fecefe9aed72ff524b7237,2024-10-03 20:06:06.013,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,2230,['Gift shop']
12f12e5a-a1a8-44aa-b6b1-4127e8610ef4,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,235,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 974, 'triggers': ['Telemedicine']}",66fec98555f202ce26135057,2024-10-03 19:42:45.420,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,974,['Telemedicine']
2d60b61d-82ff-4fe8-bb81-3bdc8d97a30e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 3466, 'triggers': ['laboratory']}",66ff59f6ce37c37834a2b55a,2024-10-04 05:59:02.560,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,3466,['laboratory']
91f52b44-f6a4-4a2a-857c-18ff6ec18b6d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 146, 'triggers': ['COVID-19 Vaccine']}",67000032da6a1c14832088a6,2024-10-04 17:48:18.537,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,146,['COVID-19 Vaccine']
08776840-4502-477f-a091-e98008500ffd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,63,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 6571, 'triggers': ['Fax']}",67002de055f202ce26230b56,2024-10-04 21:03:12.418,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,6571,['Fax']
846d9d77-ce84-4424-81d6-a096ef697f63,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 4536, 'triggers': ['email']}",670051e8da6a1c148324ee10,2024-10-04 23:36:56.164,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,4536,['email']
3caf21ff-cdb7-4065-ba83-7253f6291e62,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 4024, 'triggers': ['email']}",67000105ce37c37834a8af76,2024-10-04 17:51:49.933,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,4024,['email']
d03c7830-a2ce-4506-8ab5-c9cfa736923f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 3119, 'triggers': ['physical therapy']}",66ffa5c8ce37c37834a49109,2024-10-04 11:22:32.005,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,3119,['physical therapy']
b8fda17f-7521-46b5-bc07-28151191af4f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 153, 'triggers': ['COVID-19 Vaccine']}",6700728b55f202ce26266804,2024-10-05 01:56:11.257,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,153,['COVID-19 Vaccine']
4f7e6274-72d4-4c21-89a4-80717cab2a3c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 4761, 'triggers': ['Weight loss']}",66ff71d7ce37c37834a39180,2024-10-04 07:40:55.773,CANNED_RESPONSE,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,4761,['Weight loss']
