ASSISTANT_ID,CONVERSATION_ID,EVENT_POSITION,bodyPart,condition,eventData,eventId,expertise,familyMember,gender,informationPage,interest,location,name,nluEngineVersion,professionalSuffix,requestLatency,salientTerm,specialty,subspecialty,symptom,timestamp,type,typeOfEvent
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,062d6f20-9f46-4e9d-9b1f-060ed16e265b,30,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 477, 'specialty': 'family medicine', 'type': 'provider'}",66fe632055f202ce260e3af2,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,,477,,family medicine,,,2024-10-03 12:25:52.010,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a1be6e9d-ede1-426e-8522-b114f38039b9,26,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 867, 'specialty': 'family medicine', 'type': 'provider'}",66fea2e155f202ce2610eb68,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,867,,family medicine,,,2024-10-03 16:57:53.409,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,11e5cfef-5a54-493a-a7c3-52348d7efb9a,24,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1570, 'salientTerm': 'pediatric', 'specialty': 'pediatric', 'subspecialty': 'pediatric', 'type': 'provider'}",66fec6239aed72ff524af05d,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1570,pediatric,pediatric,pediatric,,2024-10-03 19:28:19.367,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,180f6cb1-827b-4f21-91c1-24c02993f859,25,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 839, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",66ff06bcce37c378349e1da5,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,839,,urology,urology,,2024-10-04 00:03:56.817,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34258b8f-276a-4e35-8441-f1888e5abfe2,28,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 894, 'salientTerm': 'sleep', 'subspecialty': 'sleep', 'type': 'provider'}",66feb149ce37c3783498e4ae,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,894,sleep,,sleep,,2024-10-03 17:59:21.922,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34258b8f-276a-4e35-8441-f1888e5abfe2,39,,,"{'location': 'ny', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1513, 'salientTerm': 'sleep', 'subspecialty': 'sleep', 'type': 'provider'}",66feb165ce37c3783498e6ca,,,,,,ny,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1513,sleep,,sleep,,2024-10-03 17:59:49.151,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21193d55-40f9-4ac1-990b-af3100379edf,35,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 548, 'specialty': 'family medicine', 'type': 'provider'}",66feda9a55f202ce2614469d,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,548,,family medicine,,,2024-10-03 20:55:38.334,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,6b3aa879-08bb-4e9e-b838-397ed450535d,17,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 935, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",66feae9e55f202ce2611ade9,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,935,,urology,urology,,2024-10-03 17:47:58.961,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,be5f1aa4-a70b-4779-ab92-2cd317a1ab4e,26,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'requestLatency': 374, 'specialty': 'dentistry', 'type': 'provider'}",66fe462955f202ce260dd3ea,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,,374,,dentistry,,,2024-10-03 10:22:17.072,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,94d85f1f-a3a3-4406-82a2-dce7a5094b46,16,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1345, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",66feb1089aed72ff5249a854,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1345,,urology,urology,,2024-10-03 17:58:16.282,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,12f12e5a-a1a8-44aa-b6b1-4127e8610ef4,32,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 817, 'salientTerm': 'psychiatry', 'specialty': 'psychiatry', 'type': 'provider'}",66fec87455f202ce26134022,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,817,psychiatry,psychiatry,,,2024-10-03 19:38:12.114,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,2d60b61d-82ff-4fe8-bb81-3bdc8d97a30e,35,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 680, 'subspecialty': 'neuromuscular disease', 'type': 'provider'}",66ff5a01ce37c37834a2b5e1,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,680,,,neuromuscular disease,,2024-10-04 05:59:13.872,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,44066bff-fd8b-4c13-8cfa-5df4fe601506,42,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1330, 'salientTerm': 'rheumatology', 'specialty': 'rheumatology', 'subspecialty': 'rheumatology', 'type': 'provider'}",66ffb57955f202ce261ceefe,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1330,rheumatology,rheumatology,rheumatology,,2024-10-04 12:29:29.374,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,08776840-4502-477f-a091-e98008500ffd,38,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1131, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",67002cb355f202ce2622fb33,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1131,,urology,urology,,2024-10-04 20:58:11.339,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,08776840-4502-477f-a091-e98008500ffd,48,,,"{'location': '14564', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 598, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",67002cba55f202ce2622fba0,,,,,,14564,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,598,,urology,urology,,2024-10-04 20:58:18.913,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,71db3fac-859d-4c9a-9415-2c3082d4ec62,258,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 510, 'specialty': 'family medicine', 'type': 'provider'}",67001872da6a1c148322163a,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,510,,family medicine,,,2024-10-04 19:31:45.904,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,71db3fac-859d-4c9a-9415-2c3082d4ec62,266,,,"{'location': '14502', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1891, 'specialty': 'family medicine', 'type': 'provider'}",6700187fda6a1c1483221709,,,,,,14502,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1891,,family medicine,,,2024-10-04 19:31:59.466,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9cbe5eb3-823d-4488-959b-89a287da223e,35,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 656, 'specialty': 'family medicine', 'type': 'provider'}",66ff4f9155f202ce261a8b06,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,656,,family medicine,,,2024-10-04 05:14:41.354,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9cbe5eb3-823d-4488-959b-89a287da223e,44,,,"{'location': '14620', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1475, 'specialty': 'family medicine', 'type': 'provider'}",66ff4f9c55f202ce261a8b93,,,,,,14620,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1475,,family medicine,,,2024-10-04 05:14:52.355,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e1796081-5ed6-474d-8588-ef372e1bb819,16,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1284, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",6700325ada6a1c1483236bd0,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1284,,urology,urology,,2024-10-04 21:22:18.831,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e1796081-5ed6-474d-8588-ef372e1bb819,25,,,"{'location': '14620', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 471, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",67003276da6a1c1483236d61,,,,,,14620,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,471,,urology,urology,,2024-10-04 21:22:46.806,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3caf21ff-cdb7-4065-ba83-7253f6291e62,18,,,"{'location': '14534', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1898, 'specialty': 'urology', 'subspecialty': 'urology', 'type': 'provider'}",670000b5ce37c37834a8a96d,,,,,,14534,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1898,,urology,urology,,2024-10-04 17:50:29.164,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,4c10ffe7-b21f-48a7-a727-49fa5c7d7b29,34,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 745, 'specialty': 'dentistry', 'type': 'provider'}",66ff9c8b55f202ce261c89bc,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,745,,dentistry,,,2024-10-04 10:43:07.044,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,4f7e6274-72d4-4c21-89a4-80717cab2a3c,31,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2874, 'specialty': 'dermatology', 'type': 'provider'}",66ff71edce37c37834a39224,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,2874,,dermatology,,,2024-10-04 07:41:17.601,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,4f7e6274-72d4-4c21-89a4-80717cab2a3c,44,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 594, 'specialty': 'dermatology', 'subspecialty': 'general dermatology', 'type': 'provider'}",66ff71face37c37834a3927e,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,594,,dermatology,general dermatology,,2024-10-04 07:41:30.933,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a883824b-ea16-40c9-afcc-df5c321b8238,93,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 960, 'specialty': 'family medicine', 'type': 'provider'}",66ffd12fce37c37834a5b03c,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,960,,family medicine,,,2024-10-04 14:27:43.191,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a883824b-ea16-40c9-afcc-df5c321b8238,112,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1399, 'specialty': 'family medicine', 'type': 'provider'}",66ffd16ece37c37834a5b2d4,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1399,,family medicine,,,2024-10-04 14:28:46.486,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a883824b-ea16-40c9-afcc-df5c321b8238,122,,,"{'location': '14586', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 954, 'specialty': 'family medicine', 'type': 'provider'}",66ffd183ce37c37834a5b3a6,,,,,,14586,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,954,,family medicine,,,2024-10-04 14:29:07.627,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b80421d2-d6ab-4e90-bbdf-15231fafbbb0,26,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1581, 'salientTerm': 'Ophthalmology', 'specialty': 'Ophthalmology', 'subspecialty': 'Ophthalmology', 'type': 'provider'}",670d36da8529bdd288ae2e50,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1581,Ophthalmology,Ophthalmology,Ophthalmology,,2024-10-14 18:20:58.387,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3581a744-e4d2-475d-b686-551765763266,35,,,"{'nluEngineVersion': '5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b', 'requestLatency': 494, 'specialty': 'dentistry', 'type': 'provider'}",670c6ee114519701d6267854,,,,,,,,5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b,,494,,dentistry,,,2024-10-14 04:07:45.908,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,80ada250-ac52-4726-814a-1c4eb3ec239a,27,,,"{'nluEngineVersion': '8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1704, 'specialty': 'family medicine', 'type': 'provider'}",670d5d5c14519701d62fb073,,,,,,,,8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1704,,family medicine,,,2024-10-14 21:05:16.506,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,80ada250-ac52-4726-814a-1c4eb3ec239a,99,,,"{'nluEngineVersion': '8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1984, 'specialty': 'family medicine', 'type': 'provider'}",670d5df514519701d62fba96,,,,,,,,8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1984,,family medicine,,,2024-10-14 21:07:49.035,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,80ada250-ac52-4726-814a-1c4eb3ec239a,109,,,"{'location': '14610', 'nluEngineVersion': '8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 660, 'specialty': 'family medicine', 'type': 'provider'}",670d5e0014519701d62fbb8f,,,,,,14610,,8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d,,660,,family medicine,,,2024-10-14 21:08:00.125,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,1ec5dbcc-cf6f-460a-b946-4f7d5a6b0501,27,,,"{'nluEngineVersion': '8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 712, 'specialty': 'family medicine', 'type': 'provider'}",670d731c881e9aad8ce64b34,,,,,,,,8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d,,712,,family medicine,,,2024-10-14 22:38:04.423,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,75cb08f8-fd30-49a9-8722-23f2df87f165,25,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1711, 'salientTerm': 'Hepatology', 'specialty': 'Hepatology', 'type': 'provider'}",670d3dfd8790e7f88c26be2c,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1711,Hepatology,Hepatology,,,2024-10-14 18:51:24.993,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,75cb08f8-fd30-49a9-8722-23f2df87f165,93,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1768, 'salientTerm': 'Hepatology', 'specialty': 'Hepatology', 'type': 'provider'}",670d40af8790e7f88c26e260,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1768,Hepatology,Hepatology,,,2024-10-14 19:02:55.284,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,75cb08f8-fd30-49a9-8722-23f2df87f165,107,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1931, 'salientTerm': 'Hepatology', 'specialty': 'Hepatology', 'subspecialty': 'chronic liver disease', 'type': 'provider'}",670d40b88790e7f88c26e2dc,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1931,Hepatology,Hepatology,chronic liver disease,,2024-10-14 19:03:04.838,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,da413d4d-f91a-488a-bac3-c9edc8e12b75,15,,,"{'location': 'Pittsburgh Symphony Orchestra', 'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 4987, 'type': 'provider'}",670d234e881e9aad8ce17f2f,,,,,,Pittsburgh Symphony Orchestra,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,4987,,,,,2024-10-14 16:57:34.840,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9f2e3ea9-e583-4526-92b2-ceac99d50e42,36,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 334, 'specialty': 'dentistry', 'type': 'provider'}",670d28df8790e7f88c257d0a,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,334,,dentistry,,,2024-10-14 17:21:19.296,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9f2e3ea9-e583-4526-92b2-ceac99d50e42,49,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1820, 'specialty': 'dentistry', 'type': 'provider'}",670d28e88790e7f88c257db4,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1820,,dentistry,,,2024-10-14 17:21:28.356,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,1a8116fa-92ef-4e02-a338-4b91e1a30e5a,57,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1333, 'salientTerm': 'gastroenterology', 'specialty': 'gastroenterology', 'type': 'provider'}",670d0ecb8529bdd288ab9b68,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1333,gastroenterology,gastroenterology,,,2024-10-14 15:30:03.715,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,bda3e1bb-86c2-4dc8-8bfd-df594d0e6d47,27,,,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 415, 'specialty': 'family medicine', 'type': 'provider'}",670d25378790e7f88c2541a1,,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,415,,family medicine,,,2024-10-14 17:05:43.706,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,bda3e1bb-86c2-4dc8-8bfd-df594d0e6d47,37,,,"{'location': '14420', 'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1199, 'specialty': 'family medicine', 'type': 'provider'}",670d25438790e7f88c254290,,,,,,14420,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1199,,family medicine,,,2024-10-14 17:05:55.726,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,bda3e1bb-86c2-4dc8-8bfd-df594d0e6d47,61,,,"{'location': '14420', 'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1439, 'specialty': 'internal medicine', 'type': 'provider'}",670d25a58790e7f88c2548dd,,,,,,14420,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1439,,internal medicine,,,2024-10-14 17:07:33.831,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,eea41b5e-7eaf-4dd5-a922-8c78cba79275,39,,,"{'expertise': 'sciatica', 'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1794, 'type': 'provider'}",670d061a14519701d62a857a,sciatica,,,,,,,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1794,,,,,2024-10-14 14:52:58.535,provider,PROVIDER_MEDICAL_ATTRIBUTE
