CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,graphId,nluEngineVersion,requestLatency,titleOrNodeId,types
d9a1f8e5-ec62-45a8-a2e1-f7887fb7aa81,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 3975, 'titleOrNodeId': 'United Health Care', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'insurance plan'}]}",6707f64386501aa6ad1eaa5e,2024-10-10 18:44:02.944,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,3975,United Health Care,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'insurance plan'}]"
0751bbb4-c5e4-41b9-9453-2d35109d8284,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 442, 'titleOrNodeId': 'provider', 'types': []}",6707d99814519701d6f956e1,2024-10-10 16:41:44.521,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,442,provider,[]
0751bbb4-c5e4-41b9-9453-2d35109d8284,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 3586, 'titleOrNodeId': 'global health', 'types': []}",6707d9b114519701d6f95863,2024-10-10 16:42:09.193,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,3586,global health,[]
0751bbb4-c5e4-41b9-9453-2d35109d8284,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 3586, 'titleOrNodeId': 'email', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'information page'}]}",6707d9b114519701d6f95864,2024-10-10 16:42:09.195,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,3586,email,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'information page'}]"
afb24b98-fa3e-4254-9d64-ede359b5fe29,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2386, 'titleOrNodeId': 'Address & Hours', 'types': []}",6707e1b47673c82f4281f8f4,2024-10-10 17:16:20.749,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2386,Address & Hours,[]
02b22b71-cf99-4035-81f7-6988f6b48590,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 682, 'titleOrNodeId': 'appointment', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'isolated important concepts'}]}",67080d82d7b6713c29bf4815,2024-10-10 20:23:14.287,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,682,appointment,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'isolated important concepts'}]"
02b22b71-cf99-4035-81f7-6988f6b48590,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 686, 'titleOrNodeId': 'Appointment confirmation', 'types': []}",67080d92d7b6713c29bf4969,2024-10-10 20:23:30.003,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,686,Appointment confirmation,[]
b4022ed1-6e2f-40c0-9cc9-b550b342b3dd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,48,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1209, 'titleOrNodeId': 'provider', 'types': []}",6707a6c67673c82f427f46b1,2024-10-10 13:04:54.621,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,1209,provider,[]
b4022ed1-6e2f-40c0-9cc9-b550b342b3dd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,57,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 922, 'titleOrNodeId': 'primary care', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]}",6707a6c97673c82f427f46c0,2024-10-10 13:04:57.264,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,922,primary care,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]"
cd97114a-edaf-4ab9-838e-bfa2b4a96751,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1647, 'titleOrNodeId': 'Medical records', 'types': []}",670802bb8529bdd2887baa9c,2024-10-10 19:37:15.776,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,1647,Medical records,[]
3c3b3d70-6581-4728-8445-9dc012ec3326,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2256, 'titleOrNodeId': 'Care cost', 'types': []}",6707d5cd7673c82f42813fde,2024-10-10 16:25:32.994,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2256,Care cost,[]
3c3b3d70-6581-4728-8445-9dc012ec3326,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2256, 'titleOrNodeId': 'eye', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]}",6707d5cd7673c82f42813fdf,2024-10-10 16:25:32.995,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2256,eye,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]"
3c3b3d70-6581-4728-8445-9dc012ec3326,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2256, 'titleOrNodeId': 'lasik', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'interest'}]}",6707d5cd7673c82f42813fe0,2024-10-10 16:25:32.997,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2256,lasik,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'interest'}]"
3c3b3d70-6581-4728-8445-9dc012ec3326,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,31,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2256, 'titleOrNodeId': 'surgery', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'subspecialty'}]}",6707d5cd7673c82f42813fe1,2024-10-10 16:25:32.998,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2256,surgery,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'subspecialty'}]"
3428223a-8a02-4b96-9c49-7a75f9805418,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2569, 'titleOrNodeId': 'Fax', 'types': []}",670811f614519701d6fcc477,2024-10-10 20:42:14.883,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2569,Fax,[]
81990b69-5e06-4b89-846e-47866f16ffbc,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 4840, 'titleOrNodeId': 'teeth', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]}",6707b8a37673c82f427faeeb,2024-10-10 14:21:07.000,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,4840,teeth,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]"
81990b69-5e06-4b89-846e-47866f16ffbc,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 4840, 'titleOrNodeId': 'dentistry', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]}",6707b8a37673c82f427faeec,2024-10-10 14:21:07.002,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,4840,dentistry,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]"
81990b69-5e06-4b89-846e-47866f16ffbc,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 4840, 'titleOrNodeId': 'swollen kidney', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'interest'}]}",6707b8a37673c82f427faeed,2024-10-10 14:21:07.004,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,4840,swollen kidney,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'interest'}]"
7949487d-13b8-4d93-89ec-33fe6d62d762,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 497, 'titleOrNodeId': 'Pay bill', 'types': []}",6707d6fe7673c82f428150aa,2024-10-10 16:30:38.389,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,497,Pay bill,[]
af84f537-d27d-404c-9406-11b28398d3eb,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 653, 'titleOrNodeId': 'provider', 'types': []}",67083149d7b6713c29c1e866,2024-10-10 22:55:53.889,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,653,provider,[]
af84f537-d27d-404c-9406-11b28398d3eb,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 733, 'titleOrNodeId': 'urology', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'subspecialty'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]}",6708314fd7b6713c29c1e8cf,2024-10-10 22:55:59.806,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,733,urology,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'subspecialty'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]"
6c551be9-7f76-49ea-bb0a-476cc1d90e1a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,63,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 902, 'titleOrNodeId': 'provider', 'types': []}",670806b314519701d6fc23f6,2024-10-10 19:54:11.710,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,902,provider,[]
6c551be9-7f76-49ea-bb0a-476cc1d90e1a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,72,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 491, 'titleOrNodeId': 'primary care', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]}",670806b614519701d6fc2423,2024-10-10 19:54:14.851,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,491,primary care,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}]"
501c134b-f914-4c92-a25b-9b5d454a2a63,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1423, 'titleOrNodeId': 'appointment', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'isolated important concepts'}]}",6707e02614519701d6f9bfaf,2024-10-10 17:09:42.199,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,1423,appointment,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'isolated important concepts'}]"
501c134b-f914-4c92-a25b-9b5d454a2a63,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2345, 'titleOrNodeId': 'knee', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]}",6707e03414519701d6f9c0ae,2024-10-10 17:09:56.132,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2345,knee,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]"
501c134b-f914-4c92-a25b-9b5d454a2a63,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,41,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2345, 'titleOrNodeId': 'orthopedics', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'information page'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}]}",6707e03414519701d6f9c0af,2024-10-10 17:09:56.133,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2345,orthopedics,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'specialty'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'information page'}, {'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}]"
02ac900f-ab76-43fd-98c8-417d596b7fe1,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2005, 'titleOrNodeId': 'toe', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]}",6707cc4714519701d6f87864,2024-10-10 15:44:55.486,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2005,toe,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'body part'}]"
6e0a563a-9dc5-44e1-b065-28ae98848913,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,"{'graphId': '4975121ead5c26836be125b3a667b36309163288', 'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1676, 'titleOrNodeId': 'Thank you', 'types': []}",670771b414519701d6f667f0,2024-10-10 09:18:28.052,KNOWLEDGE,4975121ead5c26836be125b3a667b36309163288,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,1676,Thank you,[]
9756efb7-c4dd-49f6-931c-553b19f0ddec,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'graphId': '4975121ead5c26836be125b3a667b36309163288', 'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 8772, 'titleOrNodeId': 'Address & Hours', 'types': []}",670757997673c82f427e09af,2024-10-10 07:27:05.019,KNOWLEDGE,4975121ead5c26836be125b3a667b36309163288,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,8772,Address & Hours,[]
9756efb7-c4dd-49f6-931c-553b19f0ddec,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,"{'graphId': '4975121ead5c26836be125b3a667b36309163288', 'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 8772, 'titleOrNodeId': 'Pharmacy', 'types': []}",670757997673c82f427e09b0,2024-10-10 07:27:05.022,KNOWLEDGE,4975121ead5c26836be125b3a667b36309163288,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,8772,Pharmacy,[]
109ffbe1-3eef-41ef-a315-e007b1b520be,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1860, 'titleOrNodeId': 'email', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'information page'}]}",6707f9c886501aa6ad1edef6,2024-10-10 18:59:04.621,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,1860,email,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'information page'}]"
109ffbe1-3eef-41ef-a315-e007b1b520be,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1860, 'titleOrNodeId': 'doctor', 'types': []}",6707f9c886501aa6ad1edef7,2024-10-10 18:59:04.622,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,1860,doctor,[]
35bf3d39-d304-4a81-90e8-2eb7db21b972,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 2494, 'titleOrNodeId': 'group', 'types': [{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}]}",670869db8529bdd28880f15c,2024-10-11 02:57:15.372,KNOWLEDGE,3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,2494,group,"[{'graphId': '3f0baaac05ded03b0fe6ce7c3b11eeef15730bc4', 'nodeId': 'salient term'}]"
